,Tweet,Label
243,"“Qatar Cancer Society is thankful to the FIFA Foundation for supporting our efforts to help those living with cancer.""

In collaboration with @QCS_Qatar, the FIFA Foundation has invited cancer survivors to matches at the @FIFAWorldCup. https://t.co/imSuxZN7Ev",Sports
244,"Get well soon, @Pele 🙏🔟🇧🇷 https://t.co/QPZGpxwupL",Sports
245,"""Fans have travelled from far and wide, from different continents to be here in this moment.""

For 2002 winner @GilbertoSilva 🇧🇷, there's no event like the #FIFAWorldCup. 

#FootballUnitesTheWorld https://t.co/XZbfz42Z2w",Sports
246,"You may have seen our Protect Children, End Hunger campaign being supported throughout this round of group matches at the @FIFAWorldCup.

Find out more about how FIFA is working with @WFP to raise awareness of the global food crisis.

#ProtectChildren | #ShareTheMeal",Sports
247,"Other cameras may offer misleading images but on the evidence available, the whole of the ball was not out of play. https://t.co/HKKEot0j1Y",Sports
248,"Japan’s second goal in their 2-1 win over Spain was checked by VAR to determine if the ball had gone out of play. 

The video match officials used the goal line camera images to check if the ball was still partially on the line or not. https://t.co/RhN8meei6Q",Sports
249,"""It's getting to know people from other countries and having fun together."" 

For former @selecaoportugal striker @21nunogomes, nothing brings people together like football. 

#FootballUnitesTheWorld",Sports
250,"After the match between @ENMaroc and @CanadaSoccerEN at the #FIFAWorldCup, locals offered homemade food, drinks and snacks to fans as they were leaving ❤️

#FootballUnitesTheWorld 

https://t.co/1hvybkPW7u",Sports
251,"There is only one way to always #BringTheMoves. 

It's the best excuse to be active and keep celebrating. Download Gen Move! now and don't miss out on all the action!",Sports
252,"The #FIFAWorldCup journey has come to an end for another four teams, as @BelRedDevils, @CanadaSoccerEN, @fedefutbolcrc and @DFB_Team exit the tournament.

Thank you to the teams and their fans for their contributions on the field and in the stadiums at #Qatar2022 🙌 https://t.co/Tx2JsuMpmh",Sports
253,"“Football is about passion. It’s about emotions, and bringing people together.”

https://t.co/79mV9TDqTi",Sports
254,"A night the Japan fans will never forget 🇯🇵

Celebrating with the players after seeing @jfa_samuraiblue reach the #FIFAWorldCup Round of 16 💙 https://t.co/4bhfRuecct",Sports
255,"History makers 🙌

The first-ever all-female refereeing trio at a men's #FIFAWorldCup match 👏 https://t.co/ZYV4rPvB96",Sports
256,"What’s changed tactically at the #FIFAWorldCup since 2018? 🤔

The FIFA Technical Study Group have analysed the second round of group games and identified three key areas of difference compared to the previous tournament. Find out more:",Sports
257,"Kristijan Jakić has accepted the #BringTheMoves challenge! 🇭🇷

Will we see any more @HNS_CFF players answer the challenge against @BelRedFlames?  

#BeActive @WHO https://t.co/KzJy53bQEw",Sports
258,"Using the power of football and the #FIFAWorldCup, together with @WFP we are raising awareness of the importance of children having access to food as a basic resource for human life.

Find out about our Protect Children, End Hunger campaign.

#ShareTheMeal | #ProtectChildren",Sports
259,"""People want to see football, people want to see more football.""

FIFA Referees Committee Chairman Pierluigi Collina explains the reasons behind the increase in additional time at the #FIFAWorldCup:",Sports
260,"The joy that football brings... even at 3:17am in Australia! ❤️

@FedSquare in Melbourne erupted to celebrate the @Socceroos reaching the #FIFAWorldCup Round of 16 for the first time in 16 years 😍

https://t.co/QWmvgv0DyG",Sports
261,"""I feel a lot of pride and a lot of honour."" 

Stéphanie Frappart will become the first woman in history to referee a men's #FIFAWorldCup match tonight when @fedefutbolcrc take on @DFB_Team 🙌

Earlier this year, she explained how much it means to her: https://t.co/4E4QLWBQFA",Sports
262,"It's the end of the #FIFAWorldCup journey for @dbulandshold, @FTF_OFFICIELLE, @SaudiNT
 and @miseleccionmx.

Thank you for being part of #Qatar2022 🙌 https://t.co/M7uMLBjYJ4",Sports
263,"This round of #FIFAWorldCup matches is dedicated to our Protect Children, End Hunger campaign.

FIFA and @WFP are raising awareness of how important it is for children to get the food and nutrition they need to live healthy and active lives.

#ShareTheMeal | #ProtectChildren",Sports
264,"The @Socceroos have reached the #FIFAWorldCup Round of 16 for the first time in 16 years 👏

Unbelievable footage of the celebrations in @FedSquare 💚💛

https://t.co/CQN2dTTqWU",Sports
265,@Socceroos Congratulations! 👏,Sports
266,"Making a difference in the local community 🙌

FIFA Legends @JohnTerry26, @Oficial_RC3 and @IkerCasillas paid a special visit to a children's hospital in Qatar yesterday ❤️ https://t.co/qKdgeYn5jj",Sports
267,"""It moves us and unites us.""

@MR11ok, who represented @Argentina at three #FIFAWorldCup tournaments, reminisces on his football memories: 

#FootballUnitesTheWorld https://t.co/AefaYt2yDw",Sports
268,"150 years since the first-ever official men's international football match 🏴󠁧󠁢󠁥󠁮󠁧󠁿🏴󠁧󠁢󠁳󠁣󠁴󠁿

#OnThisDay in 1872, history was made as @England faced @ScotlandNT in Glasgow. https://t.co/bA9tsgatUA",Sports
269,"17 consecutive tournaments 👏

Argentinian journalist Enrique Macaya Márquez was presented with an award for setting a new record among journalists for covering the #FIFAWorldCup.",Sports
270,"It's the end of the #FIFAWorldCup for @LaTri, @Cymru and @TeamMelliIran.

Thank you to the teams and their fans for being a fantastic part of #Qatar2022 👏 https://t.co/U2SW7AV2Nv",Sports
271,"This Thursday, an all-female refereeing trio will take charge of a men’s @FIFAWorldCup match for the first time. 

Stéphanie Frappart will be joined by assistants Neuza Back and Karen Diaz in overseeing @fedefutbolcrc against @DFB_Team. 

History in the making! 🙌 https://t.co/KusT7SOUn9",Sports
272,"The hosts' (@QFA_EN) first #FIFAWorldCup tournament comes to an end. 

Incredible memories for the fans to see their country perform on the world's biggest stage 👏 https://t.co/N7bWp7Kcg9",Sports
273,"An incredible tribute from the @Fsfofficielle fans at the #FIFAWorldCup 🇸🇳

Remembering Senegal legend Papa Bouba Diop, who passed away two years ago today ❤️ https://t.co/KdcdO2QHy5",Sports
274,"It's almost time for the last round of group stage matches at the #FIFAWorldCup!

In our latest profile of the member associations taking part in the tournament, find out how FIFA has been helping to train stadium stewards in Senegal:",Sports
275,"🗣️ “Football brings people together...you can just go into a bunch of strangers and you can get on with it because football’s its own language, its own vibe.""

#FootballUnitesTheWorld

👉 https://t.co/2ItLtWyIF6 https://t.co/mIVL9tTk36",Sports
276,@Fsfofficielle Forever in our thoughts ❤️,Sports
277,The @EnMaroc fans united in Doha's Souq Waqif to celebrate seeing their team win at the #FIFAWorldCup for the first time in 24 years 🇲🇦 https://t.co/ufYoJqmzwi,Sports
278,"Nothing brings people together like football. 

Huge crowds gathered in Dhaka, Bangladesh last night to see @CBF_Futebol beat @nati_sfv_asf in the #FIFAWorldCup. 

#FootballUnitesTheWorld https://t.co/Nfrzngf0Ui",Sports
279,"""Football is a fantastic platform for bringing people together."" 

2002 #FIFAWorldCup winner @GilbertoSilva on the positive power of football 🌍🙌

#FootballUnitesTheWorld https://t.co/G5CBULYWqR",Sports
280,"If you wanted to reach the Brazilian capital from Vanuatu, it would take 48 hours. 

But that doesn't stop these fans, showing their love for @CBF_Futebol during a #FIFAWorldCup parade 🇧🇷

#FootballUnitesTheWorld https://t.co/6EEx8dbbMg",Sports
281,"Did you know that over 600 tonnes of waste will be broken down and recycled over the course of the #FIFAWorldCup? ♻️

FIFA Legend @marceldesailly paid a visit to the waste segregators at Education City in Doha to thank them for their work:",Sports
282,@GhanaBlackstars Will we see any of the @GhanaBlackstars players answer this #BringTheMoves challenge against @theKFA? https://t.co/ybGb9QueXl,Sports
283,"The @GhanaBlackstars know how to make an entrance at the #FIFAWorldCup 🇬🇭🎶

https://t.co/ZNSA6kffgm",Sports
284,"For the first time ever, @FecafootOfficie scored three goals in a #FIFAWorldCup match! 

The Cameroon 🇨🇲 fans enjoyed that one 🙌 https://t.co/pXrjsJsyon",Sports
285,"As @FecafootOfficie and @FSSrbije kick off day nine of the #FIFAWorldCup, find out how FIFA has supported the member associations taking part in this year's tournament on https://t.co/qRoLkSggN4:",Sports
286,"""What football creates is incredible.""

Well put, @DiegoLugano 💪

#FootballUnitesTheWorld #FIFAWorldCup https://t.co/EgNk6N2t3P",Sports
287,"Helping to #SaveThePlanet 🌍

@equipedefrance and @jfa_samuraiblue supporters have stayed behind to help clean up the stadiums at their #FIFAWorldCup fixtures ❤️",Sports
288,"📍 Souq Waqif, Doha 

This is what a first #FIFAWorldCup victory in 24 years means to the @EnMaroc fans ❤️

https://t.co/fkFfVIAtbh",Sports
289,"Hitchhiking from Lisbon 🇵🇹 to Doha 🇶🇦

What a journey to the #FIFAWorldCup, with a few helping hands along the way 🙌

#FootballUnitesTheWorld

https://t.co/cmniVAm1CD",Sports
290,"From being born in a refugee camp to scoring @CanadaSoccerEN's first-ever goal at a men's #FIFAWorldCup. 

@AlphonsoDavies has written his name in the history books  🙌 https://t.co/F0ENwS8Kr4",Sports
291,"""Football is a unique language that everybody understands.""

Former @HNS_CFF international Dario Simic, who played at three #FIFAWorldCup tournaments, on football's power to bring different communities together: https://t.co/uSoOAYM0fl",Sports
292,"The @equipedefrance fans have answered @LMatthaeus10's challenge to #SaveThePlanet at the #FIFAWorldCup 🌍

Which team will be next? 

https://t.co/N4PyeR3RV0",Sports
293,"In victory or defeat, there is always respect. 

Thank you for helping to #SaveThePlanet, Japan fans! https://t.co/FBWpOvtog2",Sports
294,@FAWales @Cymru Never forgotten ❤️🏴󠁧󠁢󠁷󠁬󠁳󠁿,Sports
295,"When a severe earthquake hit the Kumamoto region of Japan in 2016, plans to construct a new football centre were thwarted. 

As @jfa_samuraiblue kick off day eight of the #FIFAWorldCup, find out how FIFA funding helped to get the project back on track:",Sports
296,"Ready for the first #FIFAWorldCup match of the day. 

🇯🇵@jfa_samuraiblue x @fedefutbolcrc 🇨🇷

#FootballUnitesTheWorld https://t.co/yMhg4SmAPh",Sports
297,"Helping to provide the ideal conditions for Germany's national teams 🇩🇪🏟

Partly funded by the FIFA Forward Programme, @DFB_Team opened a brand new campus in Frankfurt earlier this year:",Sports
298,"Long balls to avoid high pressure ✅
Counter-pressing ✅
More goals from crosses ✅ 

@SundayOOliseh, @FarydMondragon and Alberto Zaccheroni from FIFA's Technical Study Group identified three emerging trends from the first round of group games at the #FIFAWorldCup:",Sports
299,"We've already seen the @jfa_samuraiblue and @EnMaroc fans tidy up after themselves at the #FIFAWorldCup, helping to #SaveThePlanet 🌍

Now 1990 winner @LMatthaeus10 wants to see football fans all over the world follow suit! https://t.co/TEfcWdj8pu",Sports
300,"Blue = Recycle ♻️

Make sure you know how to dispose of your waste correctly at the #FIFAWorldCup ✅

#Qatar2022 #SaveThePlanet",Sports
301,"This is the power of football ❤️

@Argentina fans in Bangladesh celebrating Lionel Messi's goal in the #FIFAWorldCup victory over Mexico last night 🙌🇦🇷

https://t.co/HSE6JGGRsw",Sports
302,"OFFICIAL

The attendance tonight at Lusail Stadium for #ARGMEX was the highest in men's @FIFAWorldCup history, since the 1994 Final (94,194).

@Argentina | @miseleccionmx https://t.co/d4Mo5NdKI3",Sports
303,"""It has the power to bring countries together. It makes us unite.""

@aguerosergiokun, who played at three #FIFAWorldCup tournaments for @Argentina, on how #FootballUnitesTheWorld ❤️",Sports
304,"Paris ➡️ Doha 🚴‍♂️

French duo Gabriel Martin and Mehdi Balamissa cycled an incredible 7,000km to support @equipedefrance at #Qatar2022 👏

A life-changing journey, all for the love of football and the #FIFAWorldCup ❤️",Sports
305,"""Representing the country that gave me everything.""

After fleeing war-torn Yugoslavia as a refugee, @milosdegenek45 settled in Australia with his family in 2000, when he was six years old.

22 years later, he helps the @Socceroos win their first #FIFAWorldCup game since 2010 ❤️ https://t.co/JPY4RdjtAZ",Sports
306,"The power of football 💚💛

Look at what the @Socceroos first #FIFAWorldCup win since 2010 meant to fans watching in Melbourne's Federation Square!

#FootballUnitesTheWorld

https://t.co/IJ1aSY0Vrb",Sports
307,"🇹🇳 @FTF_OFFICIELLE  🤝 @Socceroos 🇦🇺

#FootballUnitesTheWorld #FIFAWorldCup https://t.co/wZqzmynNxD",Sports
308,"As @FTF_OFFICIELLE and @Socceroos kick off day seven of the #FIFAWorldCup, find out how FIFA has supported the member associations taking part in this year's tournament on https://t.co/qRoLkSggN4:",Sports
309,"Providing more access to five-a-side football 🇫🇷⚽️

Find out how FIFA funding has helped build new football playing surfaces in Sainte Luce, a small town in Western France, to boost participation in the region:",Sports
310,"""These types of projects show that Tunisian football is really moving in a professional direction."" 🇹🇳

Ahead of their second match at this year's #FIFAWorldCup, find out how FIFA funding has helped to renovate @FTF_OFFICIELLE's Technical Centre:",Sports
311,Full story: https://t.co/Q8vMbq3b8w,Sports
312,"FIFA President Gianni Infantino joined @CONMEBOL, its President @agdws and members of Argentina's 1978 and 1986 #FIFAWorldCup winning teams to pay tribute to Diego Maradona in Doha today. https://t.co/ONlTweiOjO",Sports
313,@Fsfofficielle Will we see the @Fsfofficielle players #BringTheMoves against Qatar this afternoon? https://t.co/MMDKlwxily,Sports
314,"Last time out at the #FIFAWorldCup, the @Fsfofficielle fans were bringing the noise 🇸🇳🙌

https://t.co/BFaLhS0z4Z",Sports
315,"In partnership with @WHO, FIFA will use the second round of matches at the #FIFAWorldCup to amplify the #SaveThePlanet campaign, reminding billions of viewers worldwide of the importance of tackling climate change.

Find out more:",Sports
316,"Remembering the great Diego Maradona, who sadly passed away two years ago today.

You are always in our thoughts, Diego 💙🇦🇷 https://t.co/ZI5LCYhaKD",Sports
317,"""Football unites people.""

Having lifted the trophy for @CBF_Futebol in 1994 🇧🇷, Dunga knows just how magical the experience of playing in a #FIFAWorldCup can be:
 
#FootballUnitesTheWorld",Sports
318,"It's time for day five at #Qatar2022!

As @FecafootOfficie open their #FIFAWorldCup campaign against @nati_sfv_asf, find out how FIFA has helped to redevelop their national football centre:",Sports
319,@FecafootOfficie Will we see the @FecafootOfficie players answer this #BringTheMoves challenge in their #FIFAWorldCup opener? https://t.co/4XoJFJnPLI,Sports
320,"Cameroon know how to #BringTheMoves at the #FIFAWorldCup 🕺🇨🇲

#Qatar2022 @FecafootOfficie

https://t.co/SqYCew58ay",Sports
321,"Improving football infrastructure in Portugal 🇵🇹

Ahead of @selecaoportugal's #FIFAWorldCup opener against Ghana, find out how FIFA funding is helping to enhance facilities for their national teams:",Sports
322,@FIFAWorldCup 👏,Sports
323,"“For Cameroon, when the national team is playing, everybody is behind them.” 🇨🇲

Former @FecafootOfficie international Geremi explains how much the tournament means to the people of his country: 

#FootballUnitesTheWorld https://t.co/coBMOyme3s",Sports
324,@Sarahnghae09 This is what they left behind too. 😍 https://t.co/mSrHzIsEbm,Sports
325,"After an historic victory against Germany at the #FIFAWorldCup on Match Day 4, Japan fans cleaned up their rubbish in the stadium, whilst the @jfa_samuraiblue left their changing room at Khalifa International Stadium like this. Spotless. 

Domo Arigato.👏🇯🇵 https://t.co/NuAQ2xrwSI",Sports
326,"It’s not only three points that Japan have in the bag.

After their amazing win at the #FIFAWorldCup, @jfa_samuraiblue supporters stayed behind to help collect plastic bottles and clean up the stadium. ❤️

#Qatar2022 | #SaveThePlanet",Sports
327,"The President was in Costa Rica for the #U20WWC, which was won by... Spain! 🏆 https://t.co/I5voGOgLij",Sports
328,"Growing the global game ⚽️🌎

Earlier this year, FIFA President Gianni Infantino visited @fedefutbolcrc's training complex to open a new pitch funded by the FIFA Forward programme:",Sports
329,"The team behind the team ❤️🇯🇵

@jfa_samuraiblue's substitutes, staff and supporters all played their part in helping their side record an unforgettable #FIFAWorldCup win. https://t.co/QqnUcmDj8m",Sports
330,"“It unites football fans. It brings them together.”

@LMatthaeus10 – who won the @FIFAWorldCup in 1990 – on the power football has to connect people from all over the world.

#FootballUnitesTheWorld",Sports
331,"Day four of #Qatar2022 is under way!

In our latest profile of the member associations taking part in the #FIFAWorldCup, take a look at the growth of the women's game in Morocco:",Sports
332,"Having a positive impact off the pitch ✅

Ahead of the #FIFAWorldCup, 19 teams took time away from training to meet and inspire local community groups as part of the tournament's Community Engagement Events in Doha:",Sports
333,"@equipedefrance @LucasHernandez Bon rétablissement, Lucas 💙",Sports
334,"#FootballUnitesTheWorld at the FIFA Fan Festival 🌍 

Fans from all over the globe have visited the FIFA stand in Doha, learning all about how FIFA makes football truly global: https://t.co/ZCeKAh0CBn",Sports
335,"For 2018 #FIFAWorldCup winner @MATUIDIBlaise, nothing brings people together like football.

The former @equipedefrance midfielder reminisces about watching his country win the tournament in 1998, and how it brought his community together:

#FootballUnitesTheWorld https://t.co/c6miZrx1i9",Sports
336,"History made ✅

Stéphanie Frappart has become the first woman to officiate a men's #FIFAWorldCup match as she takes to the pitch as the fourth official for Mexico-Poland 👏 https://t.co/A2MTzZVrz4",Sports
337,"At this year's #FIFAWorldCup, any kind of stoppage during play — whether it be for injuries, time-wasting or goal celebrations — will be compensated in stoppage time.

FIFA Referees Committee Chairman Pierluigi Collina explains more: https://t.co/eHMhhgfkM3",Sports
338,"""It brings people, countries, friends and families together."" ❤️

Former Nigeria international Yakubu on the power football has to unite: https://t.co/Guvj4soPkq",Sports
339,"Great photos! 📸

Check out the best images direct from the #FIFAWorldCup every day on https://t.co/fRxkSMxytK:",Sports
340,"The @miseleccionmx fans have arrived in Doha! 🇲🇽

#FootballUnitesTheWorld 

https://t.co/U99RgTN5TA",Sports
341,"Time for day three of the #FIFAWorldCup!

Ahead of today's four matches, find out more about how FIFA has supported the member associations taking part in this year's tournament over on: https://t.co/qRoLkSggN4",Sports
342,"The power of football ❤️

Look at what it meant to the @Cymru fans when @GarethBale11 scored their first #FIFAWorldCup goal in 64 years 🏴󠁧󠁢󠁷󠁬󠁳󠁿

https://t.co/dgddr0Jbt4",Sports
343,"""It’s an opportunity to show that women can take part in a men’s World Cup, do their work and be successful.” 

Rwanda's Salima Mukunsanga will become the first African female referee to officiate a #FIFAWorldCup match when @equipedefrance take on the @Socceroos this evening 🙌 https://t.co/Lamz14QMTj",Sports
344,"#DidYouKnow...the official match ball for the #FIFAWorldCup travels faster in flight than any other in the tournament's history ⚡️

Find out more:",Sports
345,"64 years later... 

@Cymru are back at the #FIFAWorldCup! 🏴󠁧󠁢󠁷󠁬󠁳󠁿 https://t.co/2bcxGZkpDI",Sports
346,Will we see @BukayoSaka87 answer the #BringTheMoves challenge next? 🕺 https://t.co/B807WiqA5e,Sports
347,"@PernilleMHarder Wishing you a speedy recovery, Pernille ❤️",Sports
348,"We knew we'd seen that celebration somewhere! 

You can always rely on @JackGrealish to #BringTheMoves 🥰",Sports
349,"Improving the competitiveness of youth football in Senegal 🇸🇳

Thanks to FIFA Forward funding, national youth leagues have been introduced to help young Senegalese boys and girls pursue their football dreams:",Sports
350,"Day two of the #FIFAWorldCup is underway!

Find out more about how FIFA has supported the member associations taking part in this year's tournament over on: https://t.co/2EzTncAfq7",Sports
351,"""It was extraordinary to see a whole country with cars on the streets, people shouting our names, people happy.”

Bulgaria's 1994 #FIFAWorldCup hero Hristo Stoichkov remembers how the tournament brought the people of his country together:

#FootballUnitesTheWorld",Sports
352,"A shared passion for football 🤝

Players from @DFB_Team_EN held a training session for talented young female footballers from around the world in Doha 👏

#FootballUnitesTheWorld https://t.co/3nSZhC3gvF",Sports
353,@LaTri ¡Felicidades!,Sports
354,"It's time to celebrate the game we love so much, because #FootballUnitesTheWorld ❤️🌍

The #FIFAWorldCup starts here! https://t.co/iMfD9n177a",Sports
355,"Ecuador 🇪🇨 face Qatar 🇶🇦 in the 2022 @FIFAWorldCup opener this evening, in what will be their fourth appearance at the tournament in history. 

Find out how Ecuador has been using FIFA funding to support its next generation of male and female footballers:",Sports
356,"The #FIFAWorldCup is here... which means it's time to #BringTheMoves! 

Kids, create your celebrations! Players, answer the challenge and #BringTheMoves 🕺

Find out how to get involved:",Sports
357,"#EducationForAll — a key pillar of FIFA's #FootballUnitesTheWorld campaign — will aim to drive awareness of football's link with global education throughout the #FIFAWorldCup.

On #WorldChildrensDay, find out how FIFA is using football as a tool for social development worldwide:",Sports
358,"#FootballUnitesTheWorld 🌍

On the eve of the #FIFAWorldCup, more than 40,000 fans from all over the world attended the opening night of the FIFA Fan Festival in Doha 🎆",Sports
359,"@Benzema @equipedefrance On est avec toi, Karim. Bon rétablissement ❤️",Sports
360,"✅  Providing cutting-edge analysis of all matches 
✅  Developing understanding of the game worldwide 

A team of football experts will join FIFA’s Chief of Global Football Development, Arsène Wenger, to form the Technical Study Group for the #FIFAWorldCup:",Sports
361,"FIFA has teamed up with @UNESCO, @WFP and @WHO to harness the power of football and spread positive messages globally, with each round of matches at the @FIFAWorldCup having a dedicated campaign to maximise reach and impact.

#FootballUnitesTheWorld",Sports
362,"Italy’s Daniele Orsato has been selected as the referee for the Opening Match of the #FIFAWorldCup Qatar 2022 between Qatar 🇶🇦and Ecuador 🇪🇨 at Al Bayt Stadium on Sunday, 20 November. https://t.co/988fIcHl99",Sports
363,"Special childhood memories with football at its heart ⚽️❤️

2018 #FIFAWorldCup winner @MATUIDIBlaise remembers how football brought him and his community together.

#FootballUnitesTheWorld",Sports
364,"@Fsfofficielle Bon rétablissement, Sadio ❤️",Sports
365,"The #ThreeLions making a difference off the pitch 💪

@England are the latest team to participate in a #FIFAWorldCup Community Engagement Event, meeting participants from the Workers' Cup in Doha.

#FootballUnitesTheWorld https://t.co/RLEA1Y930b",Sports
366,"Three days before the #FIFAWorldCup, FIFA President Gianni Infantino attended the Generation Amazing Youth Festival in Doha.

The festival, organised by @GA4Good, brings together more than 300 international students to celebrate the power of football in changing the world. https://t.co/kvpKPwWp3W",Sports
367,"How do we ensure FIFA World Cup Qatar 2022 leaves a sustainable legacy? 🌍

Reducing our waste is a vital first step. 

Make sure you only take what you will use at the #FIFAWorldCup.",Sports
368,"""It's unbelievable to have a competition capable of bringing the whole world together.""

For former @EnMaroc captain @MedhiBenatia, nothing brings people together like football and the #FIFAWorldCup. 

#FootballUnitesTheWorld https://t.co/Xlw7diS5iR",Sports
369,@FIFAWorldCup @TrophyTour 😍,Sports
370,"Let's #BringTheMoves to the @FIFAWorldCup!

FIFA and @WHO are encouraging kids to get active by sharing their goal celebrations on social media and challenging the players at the tournament to do the same. Find out more:",Sports
371,"It's time to #BringTheMoves 😃

Did you know that 80% of children are not getting enough exercise? That's why FIFA has partnered with @WHO to encourage kids to get active and start celebrating.

Then it's up to the players at the @FIFAWorldCup to accept the challenge! https://t.co/oRmu14jZZG",Sports
372,"Enabling stars of the global game to have a local impact at the #FIFAWorldCup ✅

As part of the tournament's Community Engagement Events, driven by Qatar 2022 with the support of FIFA, volunteers had the chance to play ball with @thekfa squad 🇰🇷 https://t.co/7oWWSHsjrr",Sports
373,"The importance of football’s link with global education and social youth development will be highlighted at the @FIFAWorldCup through Education For All – a key pillar of FIFA’s #FootballUnitesTheWorld campaign.

Find out more here:",Sports
374,"🔎 Monitoring
📋 Reporting
🤫 Moderation

How FIFA and @FIFPRO will protect teams and players from online abuse at the upcoming @FIFAWorldCup: https://t.co/wCUU0664bt https://t.co/YX2UJ6DO9Z",Sports
375,"""Sometimes you don't want to play any more...""

On #ToleranceDay, @willianborges88 speaks about the pain of receiving abuse on social media: https://t.co/OyQebRvAim",Sports
376,@USMNT @FIFAWorldCup Uniting through football 🤝⚽️,Sports
377,"🤝 Uniting through the common language of football ⚽️

Participating in their first #FIFAWorldCup since 1986, @CanadaSoccerEN are already having a positive impact off the pitch. 

Last night, players from the squad spent time with volunteers to show their appreciation:",Sports
378,"""I believe that the role football can play in the future, as it does now and must continue to do, is to become a form of integral education.""

For former @FCFSeleccionCol captain @MarioAYepes, the importance of football goes way beyond the pitch.

#FootballUnitesTheWorld",Sports
379,"""I don't think you really fully appreciate it until you are out of it.""

@CarliLloyd, a two-time @FIFAWWC winner with @USWNT, knows all about the hope, passion and joy that football brings to people all over the world: https://t.co/ep0PFyN8bO",Sports
380,"Having represented his country at a home tournament in 1994, @AlexiLalas knows the impact football can have in uniting communities and bringing people together! 🙌 

#FootballUnitesTheWorld",Sports
381,"When kids meet their football heroes ❤️🇯🇵

Members of Japan's (@jfa_samuraiblue) #FIFAWorldCup squad took time to greet Japanese school students during last night's training session in Doha. https://t.co/TxrnLCwOwA",Sports
382,"A magical event that unites the world. 

Paulo Wanchope, who represented Costa Rica at two @FIFAWorldCup finals, on how the tournament brings people together: https://t.co/Ue3XHvQisS",Sports
383,"""Football brings people together like nothing else and the @FIFAWorldCup will be a celebration of that unity and passion for the game we love so much.""

#FootballUnitesTheWorld",Sports
384,"A celebration of unity and passion for the game we love so much ⚽️❤️

With the @FIFAWorldCup just days away, FIFA has joined forces with a host of international icons to launch #FootballUnitesTheWorld. https://t.co/86JFuw2aGh",Sports
385,"An incredible story from an incredible player 🇨🇦

#MondayMotivation from @AlphonsoDavies 💪",Sports
386,"We think your aim may have been better on the football field, Marcel 😂

Join the 1998 World Cup winner in making recycling your goal at
#Qatar2022 ♻️

#FIFAWorldCup #SaveThePlanet https://t.co/KqmLAzMeFQ",Sports
387,"@USWNT @alexmorgan13 Congratulations, @alexmorgan13! 1️⃣3️⃣ #Alex200",Sports
388,@AlphonsoDavies Proving dreams do come true 🙌,Sports
389,"📍 Manaus, Brazil 🇧🇷

The excitement is building around the world for the #FIFAWorldCup 🙌 https://t.co/7AObjgbtt0",Sports
390,"Fans from all over the world are coming together in Doha 🌍

Just seven days to go until the start of the #FIFAWorldCup! https://t.co/vY8cGCocs1",Sports
391,"Raising the standard of coaching ✅
Sharing cultural insights and knowledge ✅

19 coach educators from all over India came together at an on-site course in Goa last week to share their skills and experiences of working in the game 🇮🇳",Sports
392,"Providing fast, free and efficient public transport for residents and fans during the @FIFAWorldCup.

Find out how @roadto2022 are putting #LegacyInAction with a green transportation network that will contribute greatly to local communities for generations to come:",Sports
393,"Touching down in Doha... 🛬

With squads being announced this week and players now starting to arrive in Qatar, excitement for the @FIFAWorldCup continues to grow around the world!",Sports
394,"Enriching the coverage and analysis of every game at the @FIFAWorldCup! 📊

FIFA Chief of Global Football Development Arsène Wenger explains how FIFA will share state-of-the-art insights, metrics and performance data to a worldwide audience during the tournament:",Sports
395,👋 The 129 match officials who will oversee the 22nd edition of the @fifaworldcup have arrived in Qatar!,Sports
396,"13 years ago, we lost Robert Enke to suicide.

In 2021 – as part of our #ReachOut campaign to raise awareness about mental health conditions – we spoke to Robert's wife, Teresa, about her work with @EnkeStiftung: https://t.co/9TqdhnDlaL",Sports
397,"Meet Dr. Cool! 😎

Find out how @roadto2022 are putting #LegacyInAction by keeping stadiums cool at the @fifaworldcup in an innovative and sustainable way: https://t.co/l5rjKPbjdr",Sports
398,"Making a difference to #SaveThePlanet 💪

Join @marceldesailly and the @FIFAWorldCup volunteers in making
recycling your goal ♻️

#Qatar2022 #FIFAWorldCup https://t.co/OaAzIOlKOO",Sports
399,@FootballAUS 👏👏👏,Sports
400,@premierleague @ManCity @JackGrealish The power of football ❤️,Sports
401,"@BathCity_FC Sending our thoughts and best wishes to Alex, his family, and everyone at Bath City 🙏",Sports
402,"We're committed to tackling online abuse at the upcoming @fifaworldcup.

Earlier this year, FIFA and @FIFPRO released research that shone a light on the levels of hate aimed at players taking part in international tournaments: https://t.co/9LCZoP4oVk",Sports
403,"We stand with you, @MarkThEwizz. Online abuse has no place in football.",Sports
404,"“We have a real chance to change things through the mindfulness of each and every one of us.”

1998 FIFA World Cup winner @marceldesailly explains why he is making recycling his goal at the #FIFAWorldCup 🙌

#Qatar2022 #SaveThePlanet",Sports
405,"“I have had many memorable goals in my career. Now I am making recycling my goal.” 

Join 1998 World Cup winner @marceldesailly in making recycling your goal at this year’s #FIFAWorldCup 💪 

#Qatar2022 #SaveThePlanet https://t.co/ws45Wm3NDl",Sports
406,"1998 World Cup winner @marceldesailly is ready to make recycling his goal at this year’s @FIFAWorldCup, are you? 💪 

#Qatar2022 #SaveThePlanet https://t.co/j5SHnGGkcW",Sports
407,"📍 Karachi, Pakistan... 🇵🇰

Fans around the world can't wait for the @FIFAWorldCup to kick off 🙌 https://t.co/30noigAab1",Sports
408,@AmpFutbolPolska Incredible goal 👏,Sports
