,Tweet,Label
166,"Congratulations to IN, ANC &amp; BrahMos team for another successful flight test - #SynergisticEfforts to achieve the vision of #AatmanirbharDefence. @PMOIndia @DefenceMinIndia @SpokespersonMoD @Indiannavy @BrahMosMissile @AN_Command",Technology
167,"#DRDOforIndia | Few glimpses of VIPs visiting the #DRDO Stall today at the Asian Defence &amp; Security - 2022 in Philippines.
#ADAS2022 #AtmaNirbhartaInDefence 
@PMOIndia @DefenceMinIndia @SpokespersonMoD https://t.co/P8zS8623Ei",Technology
168,"#DRDOUpdates | On 27 Apr,  Standing Committee on #Defence visited Mumbai to study and review the ongoing activities of the Naval Materials Research Laboratory #NMRL.

#AtmaNirbharDefense #DRDOforIndia @LokSabhaSectt
@PMOIndia @DefenceMinIndia @SpokespersonMoD",Technology
169,"#DRDOUpdates | India is showcasing indigenous advanced defense technology products at the flagship Asian Defence and Security Exhibition, Manila, Philippines, from 27-29 April #ADAS
#AtmabnirbharDefence #DRDOforIndia @PMOIndia @DefenceMinIndia @SpokespersonMoD @makeinindia https://t.co/6MercfyIrH",Technology
170,@PMOIndia @LokSabhaSectt @DefenceMinIndia @jualoram @SpokespersonMoD,Technology
171,"#DRDOUpdates| On 26 Apr, the Parliamentary Standing Committee on Defence (SCOD) visited the #CVRDE in Chennai. It was briefed on the #futuristic Combat Vehicles project &amp; reviewed various #technologies &amp; #emerging system developments at the lab.
#AtmaNirbharDefense #DRDOforIndia https://t.co/NJrL7nPfF4",Technology
172,"#DRDOUpdates| On 26 Apr, a bilateral meeting was held between Mr Greg Moriarty @DeptDefence of Australian Govt and Dr G Satheesh Reddy, Secretary Dept of Defence R&amp;D in New Delhi to discuss the way forward for #collaboration in #advanced and #emerging defence technologies https://t.co/eHb5qbL1tG",Technology
173,"DRDO is participating in Asian Defence &amp; Security - 2022 at Manila, Philippines during 27-29th April 2022. Exhibiting state of art systems based on advanced technologies. 
#adas2022 
#AtmaNirbhartaInDefence 
@PMOIndia @DefenceMinIndia @SpokespersonMoD https://t.co/J2bDRMah0Y",Technology
174,"An advanced technology project awarded by @DrdoTdf ‘AI based detection of a person based on physiological parameters’ to Ingenious Research Solutions Pvt Ltd, a #startup incubated at @AmityUni. #AtmanirbhartaInDefence
#IndianIndustry
@PMOIndia @DefenceMinIndia @SpokespersonMoD",Technology
175,"Parliamentary Standing Committee on Defence visited Center for Millimeter Wave Semiconductor Devices &amp; Systems (#CMSDS), DRDO, Kolkata. Deliberations on the ongoing &amp; #advanced technological developments were held during the visit. #CuttingEdge",Technology
176,https://t.co/TEC3RIzKXz,Technology
177,"#LadakhGreenHouseTechnology received Prime Minister Award for Excellence in Public Administration under Innovation State category. The technology developed by #DIHAR was transferred to Agriculture Department, UT Ladakh.  #LeadingInnovations for #CleanAndGreen future
@LAHDC_LEH",Technology
178,"Professional excellence, persistent efforts and yeoman service have been the hallmark of our civil servants. Best wishes to all on #CivilServicesDay. #StrengtheningGoodGovernance https://t.co/lgg6QehQrj",Technology
179,"Congratulations to Prof Ajay Kumar Sood on being appointed as #PrincipalScientificAdvisor to Govt of India. Growth in Science, Technology &amp; Innovation will scale greater heights with your vision and guidance for #AtmanirbharBharat. @PrinSciAdvGoI",Technology
180,"Adding thrust to #IndigenousDevelopments, Technology Development Fund sponsored project resulted in successful test of high performance green propulsion system for aerospace applications. #ResoluteStrides by #RisingStartUps
#IndianIndustry
@DrdoTdf https://t.co/MDhWjCCN6B",Technology
181,"Encouraging indigenous developments, 56 projects with high potential have already been sanctioned to Indian Industries, MSMEs and startups, &amp; many more are in pipeline. Visit https://t.co/G2wcHu4rBt &amp; stay tuned for the upcoming opportunities. @DrdoTdf #ResoluteStrides",Technology
182,A #collaborative journey towards #AtmanirbhartaInDefence - Technology Development Fund #TDF is a scheme to enable #IndianIndustry &amp; startups to take up the challenges of defence products &amp; #technology developments with continuous support from DRDO. #SwadeshiTechnologies https://t.co/SxGBnLRuSs,Technology
183,"DRDO salutes the exemplary contributions of Brig (Dr) SK Salwan, AVSM, VSM (Retd) &amp; former Emeritus Scientist, DRDO. His techno-managerial leadership across the spectrum of Missiles, Armaments, Explosives Safety and Strategic Systems strengthened self-reliance in Defence. https://t.co/3g9dIpIQv5",Technology
184,"Congratulations to @IAF_MCC, @indiannavy, @BrahMosMissile and #IndianIndustry for their synergistic efforts. The test revalidates the consistent performance and reliability of the advanced missile system. #ResoluteStrides
@SpokespersonMoD @DefenceMinIndia",Technology
185,"Marking #resolutestrides in defence exports, order for advanced Brake Parachutes, based on DRDO technology developed for Su-30MKI is a momentous moment for Indian Industry. More than 2000 parachutes have already been supplied for defence applications. https://t.co/UTvNnLc7j6",Technology
186,"Dr G Satheesh Reddy, Secretary DDR&amp;D &amp; all DRDO fraternity extend felicitations and congratulate Lt Gen Manoj Pande #VCOAS on being appointed as the next Chief of Army Staff #COAS. #ResoluteStrides towards #SelfRelianceInDefence @SpokespersonMoD",Technology
187,"NCX 2022 National #CyberSecurity Exercise, organised by NSCS, was inaugurated by Shri AjitDoval, NSA in the presence of Chairman DRDO, CISC, NCSC &amp; renowned cyber experts. In his address, Dr Satheesh Reddy emphasised on the need of robust cyber security technology measures. https://t.co/Dlp7WwBf2n",Technology
188,"At an event held at #NPOL Kochi, Chairman DRDO highlighted the pioneering role being played by women in Defence R&amp;D in scientific &amp; other domains. He encouraged women to fulfill Hon’ble PM’s vision of #NariShakti at the forefront of India’s journey towards #AatmaNirbharta. https://t.co/oU9BgE7RTc",Technology
189,"Accelerating the indigenous developments through synergistic efforts of all stakeholders. Strengthening the vision of Make in India. #ProgressiveIndianIndustry #AtmaNirbharDefence
@PMOIndia 
@SpokespersonMoD @DefenceMinIndia https://t.co/0nc4XLI2I6",Technology
190,"On National #FireServiceDay, tributes to all the brave firefighters who sacrificed their lives in line of duty and for selfless service to the nation. #SaluteTheBrave
@HMOIndia @SpokespersonMoD https://t.co/KjDcn1MfCL",Technology
191,https://t.co/KQG87tnfNG,Technology
192,"As part of ongoing user validation trials, Anti-Tank Guided Missile ‘HELINA’ successfully flight tested again today for a different range and altitude.

@PMOIndia @DefenceMinIndia @SpokespersonMoD @adgpi @IAF_MCC https://t.co/CxgpoV6R5p",Technology
193,"Flight test of indigenously developed helicopter launched Anti-Tank Guided Missile ‘HELINA’ carried out from Advanced Light Helicopter at high-altitude ranges along with participation of Indian Army and Indian Airforce.

@PMOIndia @DefenceMinIndia @SpokespersonMoD @adgpi @IAF_MCC https://t.co/s1LmVTeZgy",Technology
194,"Pinaka Mk-I (Enhanced Range) Rocket System with advanced technology, various munitions and new fuzes successfully flight-tested in a series of trials held at Pokhran.

@DefenceMinIndia @SpokespersonMoD 

https://t.co/j4ZwkuImVN https://t.co/je4e4LGdtk",Technology
195,"Solid Fuel Ducted Ramjet (SFDR) successfully flight tested from Integrated Test Range (ITR), Chandipur off the coast of Odisha 

@rajnathsingh @SpokespersonMoD 

https://t.co/OLHPlE9PIy https://t.co/l8BRcvsA7O",Technology
196,@PMOIndia @DefenceMinIndia @SpokespersonMoD,Technology
197,A brief introduction to the technologies transferred. https://t.co/aq9eYVIJ8u,Technology
198,"Hon’ble Raksha Mantri today handed over 30 Transfer of Technology of DRDO developed products to #IndianIndustry. Key technologies transferred are QRNG, Counter Drone System, Advanced Sights, Airborne EO/IR System and FSAPDS Ammunition etc.

https://t.co/dGHC51duzQ https://t.co/4WgYeCyJ08",Technology
199,"Transfer of Technologies developed by DRDO being handed over to the Indian industries in the presence by Hon’ble Raksha Mantri, Raksha Rajya Mantri and other dignitaries at an event organised at DRDO Bhawan

@DefenceMinIndia @AjaybhattBJP4UK @drajaykumar_ias @SpokespersonMoD",Technology
200,"Indo-Israel Bilateral workshop on Quantum Technologies (I2QT-2022) with aim to evolve a joint quantum technology roadmap and plan for developing technologies by collaboration between both the countries concluded today. 
@DefenceMinIndia @SpokespersonMoD 

https://t.co/6LILBNLuFR https://t.co/RLDD8zvTVE",Technology
201,Armament Research Board (ARMREB) of DRDO has been promoting the research in armament technologies across academic institutes. The silver jubilee of the board was celebrated today at DRDO Bhawan. A compendium of the achievements was released and eminent researchers were honoured. https://t.co/ZvJP4ZLg2R,Technology
202,"The recent developments in Quantum Technology in both countries will be deliberated by participants belonging to R&amp;D Labs, academia and industry organisations of both countries.",Technology
203,"A joint Indo-Israeli work shop on Quantum Technology was inaugurated by Chairman DRDO &amp; Director IIT Delhi. The workshop is expected to identify collaborative research proposals in line with S&amp;T roadmap of both countries.
@iitdelhi 
@DefenceMinIndia @SpokespersonMoD https://t.co/oUDKpBe0m7",Technology
204,"Dr G Satheesh Reddy, Secy DDR&amp;D and Chairman DRDO addressed the IIT Jodhpur fraternity followed by an informal interaction with the students and faculty. Prof Santanu Chaudhury Director IIT and other senior members of the institute were present . https://t.co/24wqbVRJnQ",Technology
205,"The valedictory event was attended by Dr G Satheesh Reddy, Secretary DDR&amp;D, Lt Gen Rakesh Kapoor, VSM GOC 12 Corps and Prof Ajay Kumar Sharma, VC of MBM University, Jodhpur among other dignitaries. https://t.co/HuY6r9tnta",Technology
206,"The young minds interacted with armed forces, industry and academia, discussed and debated many new ideas. The meet was organised as technical talks and exposure to various new mechanisms and processes of working together very efficiently",Technology
207,"Three days DRDO Young Scientist Meet (YSM) was held from 1-3 April at Jodhpur. The event created a platform of 200 young minds to explore new ideas in the area of advanced and critical defence technologies.
@DefenceMinIndia @SpokespersonMoD https://t.co/BBOTQA82sD",Technology
208,"The EW suite developed by #DRDO will be produced by #BEL, Hyderabad for #IAF in a recently concluded contract. A major boost to the spirit of #AatmanirbharBharat and realization of journey towards self reliance.
@PMOIndia @DefenceMinIndia @SpokespersonMoD",Technology
209,"Defence Institute of Physiology &amp; Allied Sciences(DIPAS), a DRDO  laboratory is recognised by @JNU_official_50 for PhD Programme. A MoU between JNU and DIPAS is signed today on 30th March 2022 
@SpokespersonMoD",Technology
210,"In the next slew of flight trials two MRSAM missiles successfully flight tested today, proving the systems effectiveness &amp; reliability  in complete envelope.
@PMOIndia @DefenceMinIndia @SpokespersonMoD @adgpi 
https://t.co/3rNGMQQvzY https://t.co/OzRdcPcu96",Technology
211,"Launch video of today’s flight test of Army version of Medium Range Surface to Air Missile off the Odisha coast.

@PMOIndia @DefenceMinIndia @SpokespersonMoD @adgpi https://t.co/nlsPCciCyG",Technology
212,"Two launches of MRSAM Army version for two different ranges conducted successfully proving the system capability and performance

@PMOIndia @DefenceMinIndia @SpokespersonMoD @adgpi 

https://t.co/UUEhElNjY6 https://t.co/S2FE3Cc3un",Technology
213,"#Throwback #27Mar2019

Tearing azure sky, I leaped ahead with aspirations of #New India.
#MissionShakti #ASAT #SakshamBharat 
#ResoluteStrides https://t.co/zosay9D4uo",Technology
214,"MRSAM-Army missile system flight tested from ITR Balasore at around 1030 Hrs intercepting a high speed aerial target at long range.  The target was destroyed by the missile in a direct hit.
@PMOIndia @DefenceMinIndia @SpokespersonMoD @adgpi https://t.co/Ra5yfHaHo1",Technology
215,"An MoU is signed between Defence Food Research Laboratory(DFRL), Mysore of DRDO, with #AndhraUniversity, to do collaborative research in the areas of global #FoodSecurity.
@PMOIndia @DefenceMinIndia
@SpokespersonMoD https://t.co/zaOErsbnsj",Technology
216,"Technology Development Fund Scheme of #DRDO collaborates with and provides funding up to Rs 10 crores to Industries and startups for development of indigenous defence technologies.
Visit https://t.co/c3NcTBP8VU for more information
@PMOIndia @DefenceMinIndia @SpokespersonMoD https://t.co/hBtTdZLR1Y",Technology
217,"On the occasion of 187th #RaisingDay, salute to the resolutely committed sentinels of the #AssamRifles, the indomitable guards of the glorious #Northeast.
 
@PMOIndia @DefenceMinIndia @official_dgar @HMOIndia @adgpi https://t.co/2c055g91Pt",Technology
218,Supreme Sacrifice of #FreedomFighters in achieving India's freedom will always be remembered. Tributes to Martyrs on this #ShaheedDiwas #NationAboveSelf https://t.co/ec1MhJevqZ,Technology
219,"Saluting the contributions of India's first Chief of Defence Staff (CDS) General Bipin Rawat on being conferred with #PadmaVibhushan posthumously. His vision and drive for indigenous defence systems will remain a motivating force.

#PeoplesPadma 
#PadmaAwards2022",Technology
220,"@adgpi 
@SpokespersonMoD 
@DefenceMinIndia",Technology
221,"Many organisations are participating in this course. The Secretary DD R&amp;D and Chairman DRDO, Dr G Satheesh Reddy spoke about the importance of technological developments and engineering solutions for mitigation of Geohazards in the Himalayan regions.",Technology
222,"Defence Geoinformatics Research Establishment (DGRE), a Chandigarh based DRDO lab is organising a five day International training course on 'Mountain Geohazard Assesment and Management' from 21 Mar’ 2022 at its Manali centre, Himachal Pradesh.@PMOIndia @DefenceMinIndi https://t.co/4zhpZYN8Ad",Technology
223,"DRDO gratitudes and extends wishes on 83rd Raising Day to #CRPF officials and their families. #CRPForce, the sentinels of #NationalSecurity are pride of the nation. Saluting the dedication and strength.

#CRPFDay #CRPFRaisingDay

 @PMOIndia @DefenceMinIndia @crpfindia https://t.co/Fhif8oTZ5A",Technology
224,"Hon'ble Raksha Mantri inaugurates the Flight Control System Complex at ADE, DRDO  in Bengaluru, which was built by #DRDO in record 45 days utilising in-house hybrid technology.
@rajnathsingh @BSBommai @PMOIndia @DefenceMinIndia https://t.co/3UEAX5NT8r",Technology
225,"Greetings &amp; warm wishes to all the personnel &amp; families of CISF on #CISFRaisingDay2022. Saluting the unwavering commitment of #CISF towards safeguarding &amp; protecting national vital infrastructure.
@CISFHQrs https://t.co/7OOY72KvfJ",Technology
226,"Based on the design by ADA &amp; DRDO, the fabrication of Leading edge of AMCA initiated at HAL with special material for 5th gen design. The unit will undergo structural &amp; other testing before putting it on the first prototype. An imp milestone for AMCA. @PMOIndia @DefenceMinIndia",Technology
227,"On #InternationalWomensDay DRDO celebrates and acknowledges the resilient spirit of women. 
#WomenInScience 
@PMOIndia @DefenceMinIndia @SpokespersonMoD @mygovindia",Technology
228,"From leading fighter aircraft projects to missile development, from electronics design to embedded software engineering, from quality engineers to corporate functions, from admin to support staff, #WomenOfDRDO excelling in all spheres of the organization. https://t.co/5JeVYxN6D9",Technology
229,National Safety Day was celebrated at DRDO HQ today. An application SARTHI (Safety Auditing Review tool for Hazard Identification ) was launched by Chairman DRDO to monitor and promote the overall safety ecosystem in the organization,Technology
230,"On the 51st #NationalSafetyDay let us commit to working safely and align with this year's theme ""Nurture Young Minds. Develop Safety Culture.""

@PMOIndia @DefenceMinIndia https://t.co/CmunjIo9mT",Technology
231,"On #NationalScienceDay2022, a function was organised at DRDO Bhawan. Dr M Ravichandran, Secretary @moesgoi delivered the keynote address. Chairman DRDO in his address urged the scientific community to work for making the country #AtmanNirbhar
https://t.co/upRwrt965d https://t.co/sDw55WRYzD",Technology
232,"On #NationalScienceDay, celebrating the spirit of scientific enquiry that led to the discovery of the 'Raman Effect', DRDO is organising science day orations at various labs in line with this year's theme -'Integrated Approach in Science and Technology for Sustainable Future' https://t.co/io9knE6JW2",Technology
233,"MoS, Ministry of Science and Tech., @DrJitendraSingh, visited DRDO stall at Vigyan Sarvatra Pujyate mega expo at JLN stadium, New Delhi. Light weight structural fire fighting suit and high efficiency fire suppressing gel, among other products developed by DRDO were shown to him. https://t.co/UaKuhaMgXo",Technology
234,"Mid Wave Thermal Image (MWTI) based sights designed &amp; developed by DRDO &amp; BEL for T-90 tanks have been ordered by Indian Army. The sight enhances the capability of day night operation and accurate distance measurement of the tank.
@DefenceMinIndia @adgpi 

https://t.co/SLQpErvvDa",Technology
235,"Webinar on Aatmanirbharta in Defence: Call to Action

https://t.co/mazBuPhHcA

For session on Special Purpose Vehicles (SPVs) by Industries with DRDO and other organisations

Join the conversation: https://t.co/U0TO2glBtI https://t.co/NoKxS9wxNY",Technology
236,"Webinar on Aatmanirbharta in Defence: Call to Action

Address by Prime Minister Narendra Modi at 10:30AM
https://t.co/mazBuP0EaA

Followed by break out session at 11:00AM on
Developing All round Defence R&amp;D Ecosystem in the Country

Join the conversation: https://t.co/F4EU0XADtb https://t.co/WuxKA4qgUo",Technology
237,"Join the webinar on ‘Aatmanirbharta In Defence - Call to Action’

Link for live view:

https://t.co/mazBuP0EaA

Register to join the conversation:
Session 1
https://t.co/U0TO2g4yrI
Session 2
https://t.co/F4EU0XADtb https://t.co/UgsOX7okJD",Technology
238,"Post budget 2022-23 webinar titled ‘Atmanirbharta In Defence : Call to Action’ - at 10:30 hrs – 14:20 hrs on 25 February 2022. Hon’ble PM Shri Narendra Modi will deliver the inaugural address.
#AtmaNirbharBharatKaBudget 
#AtmaNirbhartaInDefence https://t.co/Hxoy9QRqwu",Technology
239,"Technological breakthrough of QKD link achieved over a commercial grade optical fibre already available in field. Indigenous technology of secure key transfer met the performance parameters at sifted key rates of up to 10 KHz

https://t.co/v0THgwzLX2",Technology
240,"DRDO &amp; @iitdelhi successfully demonstrated the Quantum Key Distribution link over a distance of about 100km. A major breakthrough in the area of Quantum technology research. 
@PMOIndia @DefenceMinIndia 

#LeapWithDRDO
#AtmanNirbharBharat",Technology
241,"Vigyan Sarvatra Pujyate is organised jointly by @IndiaDST @CSIR_IND @DBTIndia  @moesgoi #DAE #DOS @ICMRDELHI @AICTE_INDIA @DRDO_India under the aegis of the office of the @PrinSciAdvOff to the Gov of India and the Ministry of Culture
@PMOIndia @VigyanPrasar
#VigyanSarvatraPujyate https://t.co/2DWHvGMSYv",Technology
242,"Celebrating Science &amp; Tech achievements in the past 75 years DRDO will showcase defence technology at 16 cities,scientists delivering lectures at 33 locations in 11 different Indian languages as part of  #VigyanSarvatraPujyate
@PMOIndia @PrinSciAdvOff @IndiaDST @VigyanPrasar https://t.co/HU8X8kTMav",Technology
243,"Building future through science and technology - As India celebrates 75 glorious years of independence, DRDO officially announces its participation in Vigyan Sarvatra Pujyate.
@PMOIndia @PrinSciAdvGoI @IndiaDST @VigyanPrasar
#VigyanSarvatraPujyate #AmritMahotsav https://t.co/EV3LsQsv37",Technology
244,An important day of scientific achievements for the nation - Congratulations to @isro for the successful launch of PSLV-C52 which placed Earth Observation Satellite EOS-04 &amp; two other satellites in their orbits.,Technology
245,"Join the webinar on ‘Building Ecosystem for Advanced Technology Based Systems’. 
@DefProdnIndia @SpokespersonMoD
@iitdelhi 
@ashrajvanshi 
@ramgopal_rao
@drsguru 

https://t.co/ptBCkhqrpN https://t.co/6OlnfoWOKq",Technology
246,All #DRDO personnel offer deepest condolences to the bereaved families of #Braveheart soldiers who sacrificed their lives in the harsh weather of Kemang sector of Arunachal Pradesh.,Technology
247,"#LCATejas LSP4 completed the first one hour flight of indigenous aircraft bearings for the critical gearbox and all performance parameters met the stringent limits. Gearbox is developed ab-initio by CVRDE.
@DefenceMinIndia @SpokespersonMoD 
#AtmaNirbharBharat https://t.co/1sCjqXBnn0",Technology
248,"In the run up to #DefExpo2022, DRDO webinar ""Building Ecosystem for Advanced Technology Based Systems"" on 09 Feb 2022, 1500Hrs.

Register to join 
https://t.co/ptBCkhqrpN
@DefenceMinIndia 
@SpokespersonMoD 
@DefProdnIndia 

#AzadiKaAmritMahotsav 
#AtmaNirbharDefence",Technology
249,"Flag Officer Commanding in Chief of Eastern Naval Command, Vice Admiral Biswajit Dasgupta also accompanied #CNS during the visit.",Technology
250,"Adm R Hari Kumar, #CNS alongwith senior officials from @indiannavy visited #NSTL today. The #NavyChief was briefed about the ongoing projects. He was apprised of advanced automated test facilities and design capabilities for the development of naval systems. #ResoluteStrides https://t.co/SseE3ziMEU",Technology
251,The integrated approach will revitalise the defence ecosystem towards realising the goal of #AatmanirbhartaInDefence,Technology
252,"Encouraging #DefenceRnD, #Budget2022 has given fillip to DRDO’s engagement with industry and academia besides the ongoing efforts of Extramural Research, CoEs, DcPP and TDF for development of advanced technologies and systems.",Technology
253,"DRDO will work aggressively with academia, startups and industry to effectively utilise the budget provision of 68% of capital procurement budget for Indian Industry. @FinMinIndia 
#Budget2022
#AtmanirbhartaInDefence
#IndigenousSystems",Technology
254,"Nodal umbrella body for wide ranging requirements of testing and certification of defence systems will greatly accelerate the development of defence systems by industry. @FinMinIndia 
#Budget2022
#AtmanirbhartaInDefence
#DRDOforIndia",Technology
255,"@FinMinIndia DRDO will work aggressively with academia, startups and industry to effectively utilise the budget provision of 68% of capital procurement budget for Indian Industry.
#Budget2022
#AtmanirbhartaInDefence
#IndigenousSystems",Technology
256,"Budget 2022 has given boost to industry for design and development of major defence systems through SPVs. DRDO will work vigorously with industry to give a quantum jump to self reliance in defence.
#DRDOforIndia
#DefenceRnD
#AtmanirbhartaInDefence
#Budget2022",Technology
257,"In a major step to boost development of advanced defence systems in the country, 25% of defence R&amp;D budget will be for various schemes promoting R&amp;D in industry, startups and academia. #AtmanirbhartaInDefence #SelfReliance #DefenceRnD #DRDOforIndia",Technology
258,"Greetings to all the personnel &amp; their families of the #IndianCoastGuard on the occasion of #FoundationDay.

Saluting the valour and courage of sentinels of the Indian sea coast in protecting the maritime interests of our nation.
@indiacoastguard #ResoluteAlways https://t.co/64HOZmGajk",Technology
259,"DRDO through its schemes of TDF, DcPP &amp; LAToT is building an ecosystem for enhancing cutting-edge technology capability for defence R&amp;D and manufacturing by engaging, empowering &amp; promoting MSMEs &amp; startups.
#InnovationInDefence
#AtmaNirbharBharat https://t.co/0xIra1jSXP",Technology
260,"आपके अनगिनत त्याग, बलिदान और देश के प्रति समर्पण, हमारे लिये सदैव आदर्श और प्रेरणास्रोत हैं । 

On #MartyrsDay humble tributes to #MahatmaGandhi. His ideals remain guiding light for the world. A grateful nation salutes the valiant sacrifices of our freedom fighters.

#NationFirst https://t.co/npA9LymzIy",Technology
261,"BrahMos signs contract with Philippines for export of Shore Based Anti-Ship Missile System
#LeapWithDRDO
#AtmaNirbharBharat
@PMOIndia @SpokespersonMoD @DefenceMinIndia
https://t.co/bWMPZ9M2ZG",Technology
262,The second tableau displayed the  indigenously developed advanced AIP System for propelling the Indian Naval submarines underwater. The AIP System is powered by indigenously-developed fuel cells with a novel onboard hydrogen generator.,Technology
263,"The first tableau displayed the indigenously developed Advanced Electronically Scanned Array (AESA) Radar ‘Uttam’, five different aerial launched weapons and an Electronic Warfare (EW) Jammer to further enhance the capabilities of fourth generation LCA Tejas.",Technology
264,"DRDO Tableaux joins the magnificent #RepublicDay parade at the historic Rajpath today. #AmritMahotsav #SwadeshiPathParNirantarAgrasar #AtmaNirbharta
@PMOIndia @SpokespersonMoD @DefenceMinIndia https://t.co/VTEEkjCXvt",Technology
265,"Flying as part of Netra formation at #RepublicDay2022 flypast was, 'Eye in the Sky', DRDO’s AEW&amp;C system. #SoaringAhead #IndigenousCapabilities #StrengtheningAirPower #AmritMahotsav",Technology
266,"DRDO is proud to have been part of the journey of development of systems marching along during 73rd #RepublicDay parade.
#MBTArjunMkI
#SarvatraBridge 
#TarangShaktiEW
#AkashMissile 
#AsleshaRadar
#AtmaNirbhartaInDefence",Technology
267,"हमारे आदर्श, संस्कृति और विविधता में एकता #अखंडभारत की बुनियाद है।

Greetings on the occasion of #RepublicDay. Saluting the visionaries &amp; great leaders of our nation, #DRDO continues to strive towards #AtmaNirbharta in Defence for #SashaktBharat. 
#एकभारत #सर्वश्रेष्ठभारत https://t.co/oS8PGzkGgF",Technology
268,"India’s first CDS General Bipin Rawat is conferred with Padma Vibhushan (posthumous). Remembering his inspirational leadership, national contributions &amp; immense support for indigenous defence equipment development, our tributes to Gen Rawat.",Technology
269,"आत्मनिर्भरता की दिशा में बढ़ते कदम ।
स्वदेशी लड़ाकू विमान पर स्वदेशी उपकरण एवं हथियार ।

Adding muscle to mighty #LCATejas, indigenously developed Suite of Sensor, Weapons &amp; EW System will march on the #IconicRajpath on #RepublicDay2022.
#StrongAndCapable
@DefenceMinIndia https://t.co/EnA7DYppXq",Technology
270,"वायु मुक्त प्रणोदन प्रणाली (ए आय पी) सैन्य क्षमताओं को मज़बूत करते हुए आत्मनिर्भर भारत को बढ़ावा देगी । 

Showcasing the technological prowess, indigenously developed Air Independent Propulsion System is all set to mark its presence on #Rajpath this #RepublicDay2022. #QuantumLeap https://t.co/BLJge5PBZB",Technology
271,"सफलता हमेशा असफलता के स्तम्भ पर खड़ी होती है ।  
अपनी ताकत पर भरोसा करो, उधार की ताकत तुम्हारे लिए घातक है । 

Unswerving courage, selfless service &amp; determination of #Netaji remain bedrock of our national pride. Tributes to legendary #SubhashChandraBose on #ParakramDiwas. https://t.co/00MfAoGBZh",Technology
272,Get ready to witness the grand 73rd Republic Day celebrations live. Register &amp; book your e-Seat today! https://t.co/V0ft2cmbpi https://t.co/uRleBD2VGJ,Technology
273,"DRDO to display two tableaux during Republic Day Parade 2022
#AtmaNirbharBharat
#AdvancedTechnologies
https://t.co/pXqQv68GIw https://t.co/WbIJ9fPGSX",Technology
274,"Marching this #RepublicDayParade, two DRDO tableaus with Advanced Defence Technologies -
✳️Suite of Sensors, Weapons &amp; EW System for #LCATejas
✳️Air Independent Propulsion (AIP) System for Submarines

@DefenceMinIndia @adgpi @IAF_MCC @indiannavy @SpokespersonMoD
#AtmaNirbharta https://t.co/gWz5JKTSxD",Technology
275,"BrahMos supersonic cruise missile, with enhanced capability, successfully test-fired off Odisha coast
https://t.co/7L758zZ2qy https://t.co/aSMIULMjp2",Technology
276,"BrahMos Missile was successfully test fired from ITR, Chandipur today. The mission validated many new indigenous systems successfully demonstrating enhanced capabilities. #MakeinIndia
@DefenceMinIndia
@BrahmosMissile
@SpokespersonMoD
#AtmaNirbharBharat https://t.co/bHS7t24gSd",Technology
277,"Secretary DDR&amp;D and Chairman DRDO, Dr G Satheesh Reddy, scientists and all ranks of DRDO extend sincere condolences to the families of the brave naval personnel who lost their lives in the unfortunate accident. Prayers for the speedy recovery of injured.",Technology
278,"Congratulations team HAL for the remarkable ALH development and entering the international domain. A new era of cooperation between India and Mauritius.

My appreciation to CEMILAC for taking through the certification process. 

Dr G Satheesh Reddy
Secretary DDR&amp;D &amp; Chairman DRDO",Technology
279,"नवाचार, उद्यमशीलता और स्टार्ट-अप्स का पारितंत्र भारत के विकास के मार्ग को प्रज्वलित करेगा।

#NationalStartUpDay infuses new energy into the ecosystem for supporting #buddinginnovators in defence developments, heralding an era of #NewIndia. #Techade https://t.co/AJmhvIR7N5",Technology
280,"सेवा, समर्पण, अदम्य साहस, शौर्य, त्याग और बलिदान, हैं भारतीय सेना के वीरों की पहचान |

Greetings and best wishes to all ranks of #IndianArmy &amp; their families on #ArmyDay. @adgpi

#हरकामदेशकेनाम
#LeadingFromTheFront
#शूरवीरोंकोशतशतनमन https://t.co/J1VHl98Yii",Technology
281,"On #ArmedForcesVeteransDay, warm greetings to all the bravehearts for their gallantry service to the nation. Saluting their courage, sacrifices and dedication to the country. #SashaktBharat. 

#अमृतमहोत्सव
#IndianBravehearts
#InServiceOfTheNation https://t.co/Uux9ROb2DV",Technology
282,"Dr G Satheesh Reddy along with DRDO fraternity congratulates Shri S Somanath on being appointed as Secretary, Dept of Space &amp; Chairman, Space Commission. Best wishes for major gains in space journey under his stewardship. @isro",Technology
283,"हमारे देश के युवाओं की ऊर्जा और प्रतिभा बेजोड़ है। युवाशक्ति के अथक प्रयासों से देश को नई ऊंचाइयां प्राप्त होंगी।

Inspiring words of #SwamiVivekananda drive the nation's #YouthPower today in S&amp;T, entrepreneurship &amp; all other fields.  #NewIndia #NationalYouthDay https://t.co/ydWCdxkrnW",Technology
284,"Equipped with #IIRSeeker &amp; advanced #Avionics #ManPortableATGM was flight tested for reliability &amp; efficacy today. The missile hit the target with pin point accuracy. @DefenceMinIndia @SpokespersonMoD #AmritMahotsav
#AtmaNirbharBharat https://t.co/vDpKlP6xoj",Technology
